target,method,coverage,retained_growth_group_count,mae,median_absolute_error,pearson_r,retained_growth_run_ids
Rq_nm,M14c_residual_self_paced,1.0,23,1.5961847105631457,1.0275163841596426,0.2747021818967125,6028;6029;6033;6048;6056;6057;6062;6070;6078;6081;6084;6101;6095;6047;6082;6063;6085;6080;6072;6090;6094;6099;6022
Rq_nm,M14c_residual_self_paced,0.9130434782608695,21,1.324070178153077,0.9485514813776841,0.39153684164417824,6028;6029;6033;6048;6056;6057;6062;6070;6078;6081;6084;6101;6095;6047;6082;6063;6085;6080;6072;6090;6094
Rq_nm,M14c_residual_self_paced,0.8260869565217391,19,1.3386208060895985,0.933918850222585,0.4465507770680438,6028;6029;6033;6048;6056;6057;6062;6070;6078;6081;6084;6101;6095;6047;6082;6063;6085;6080;6072
Rq_nm,M14c_residual_self_paced,0.7391304347826086,17,1.3380924894189932,0.8861708603485909,0.4396267086370041,6028;6029;6033;6048;6056;6057;6062;6070;6078;6081;6084;6101;6095;6047;6082;6063;6085
Rq_nm,M14c_residual_self_paced,0.6086956521739131,14,1.2693108196245098,0.860461471766448,0.6167938030573872,6028;6029;6033;6048;6056;6057;6062;6070;6078;6081;6084;6101;6095;6047
Rq_nm,M14c_residual_self_paced,0.5217391304347826,12,0.9614512120703518,0.860461471766448,0.44872734834873507,6028;6029;6033;6048;6056;6057;6062;6070;6078;6081;6084;6101
Rq_nm,M14d_r3d_causal_temporal,1.0,23,1.5541660821808239,1.2520117287153911,0.5933638390873944,6028;6029;6033;6048;6056;6057;6062;6070;6078;6081;6084;6101;6047;6082;6063;6085;6080;6095;6072;6090;6094;6099;6022
Rq_nm,M14d_r3d_causal_temporal,0.9130434782608695,21,1.5077835492608245,1.2520117287153911,0.3521311731667263,6028;6029;6033;6048;6056;6057;6062;6070;6078;6081;6084;6101;6047;6082;6063;6085;6080;6095;6072;6090;6094
Rq_nm,M14d_r3d_causal_temporal,0.8260869565217391,19,1.558929226849712,1.2520117287153911,0.3408646813543689,6028;6029;6033;6048;6056;6057;6062;6070;6078;6081;6084;6101;6047;6082;6063;6085;6080;6095;6072
Rq_nm,M14d_r3d_causal_temporal,0.7391304347826086,17,1.4074515854459582,1.2520117287153911,-0.16916429013388196,6028;6029;6033;6048;6056;6057;6062;6070;6078;6081;6084;6101;6047;6082;6063;6085;6080
Rq_nm,M14d_r3d_causal_temporal,0.6086956521739131,14,1.2887258963156616,1.0233901242148409,-0.27905447338213374,6028;6029;6033;6048;6056;6057;6062;6070;6078;6081;6084;6101;6047;6082
